I3718,MathiesonNature2018,Ukraine_N,Dereivka_I,Ukraine,48.91422,33.76493,R1b_Y,R1b1b_Y,U5a_mt,U5a1_mt,5359,5212,5285.5
I1947,NarasimhanPattersonScience2019,Iran_GanjDareh_N,Ganj_Dareh,Iran,34.45,48.116,R2a_Y,R2a_Y,R2b_mt,R2b_mt,8211,7827,8019
I1954,NarasimhanPattersonScience2019,Iran_GanjDareh_N,Ganj_Dareh,Iran,34.45,48.116,R2a_Y,R2a_Y,R2b_mt,R2b_mt,8295,7976,8135.5
I7602,OlaldeScience2019,Spain_MLN,Mandubi_Zelaia,Spain,43.085823,-2.251197,I2a_Y,I2a1b1_Y,J1c_mt,J1c1_mt,3500,2700,3100
I7603,OlaldeScience2019,Spain_MLN,Mandubi_Zelaia,Spain,43.085823,-2.251197,I2a_Y,I2a1b1_Y,K1a_mt,K1a2b_mt,3500,2700,3100
I7605,OlaldeScience2019,Spain_MLN,Mandubi_Zelaia,Spain,43.085823,-2.251197,I2a_Y,I2a1b1b_Y,H3_mt,H3_mt,3500,2700,3100
I7606,OlaldeScience2019,Spain_MLN,Mandubi_Zelaia,Spain,43.085823,-2.251197,I2a_Y,I2a1b1b1_Y,U5b1_mt,U5b1+16189+@16192_mt,3500,2700,3100
I7604,OlaldeScience2019,Spain_MLN,Mandubi_Zelaia,Spain,43.085823,-2.251197,I2a_Y,I2a1b1_Y,H1a_mt,H1ak_mt,3500,2700,3100
I10277,OlaldeScience2019,Spain_MLN,Barcelona_Cova_de_la_Guineu,Spain,41.4391,1.5733,I2a_Y,I2a1a1a_Y,X2c1_mt,X2c1_mt,3357,3099,3228
I10278,OlaldeScience2019,Spain_MLN,Barcelona_Cova_de_la_Guineu,Spain,41.4391,1.5733,I2a_Y,I2a1a2_Y,U5b_mt,U5b1f1_mt,3357,3099,3228
I10280,OlaldeScience2019,Spain_MLN,Barcelona_Cova_de_la_Guineu,Spain,41.4391,1.5733,G2a_Y,G2a2b2b1a1a_Y,J1c_mt,J1c1_mt,3357,3099,3228
I7598,OlaldeScience2019,Spain_MLN,Alicante_Alcoi_Llometes,Spain,38.7025,-0.48631,G2a_Y,G2a2a_Y,U5b_mt,U5b3_mt,3630,3370,3500
I11305,OlaldeScience2019,Spain_MLN,Barcelona_Cova_de_la_Guineu,Spain,41.4391,1.5733,G2a_Y,G2a2a1a3_Y,J1c_mt,J1c1b_mt,3357,3099,3228
I4064,FernandesNatureEcologyEvolution2020,Italy_Sicily_MN,Sicily_Fossato_di_Stretto_Partana,Italy,37.724,12.916,C1a_Y,C1a2b_Y,H1e_mt,H1e_mt,4841,4711,4776
I11249,OlaldeScience2019,Spain_MLN,Basque_Country,Spain,43.0866,-2.2154,I2a_Y,I2a1b1b_Y,U5b_mt,U5b1_mt,3500,2700,3100
I11248,OlaldeScience2019,Spain_MLN,Basque_Country,Spain,43.0866,-2.2154,I2a_Y,I2a1b1b_Y,J2a_mt,J2a1a1_mt,3500,2700,3100
I16168,FernandesNatureEcologyEvolution2020,Italy_Sardinia_N,Sardinia_Anghelu_Ruju,Italy,40.626667,8.323056,H2c_Y,H2c1a_Y,U5b_mt,U5b2b3_mt,3949,3714,3831.5
I15946,FernandesNatureEcologyEvolution2020,Italy_Sardinia_N,Sardinia_Anghelu_Ruju,Italy,40.626667,8.323056,I2a_Y,I2a1b1a1b_Y,T2c_mt,T2c1d+152_mt,4158,3958,4058
CHA001,VillalbaMoucoCurrentBiology2019,Spain_EN,Cueva_de_Chaves,Spain,42.215129,-0.138457,I2a_Y,I2a1a2_Y,HV0_mt,HV0+195_mt,5308,5051,5179.5
CHA003,VillalbaMoucoCurrentBiology2019,Spain_EN,Cueva_de_Chaves,Spain,42.215129,-0.138457,I2a_Y,I2a1a2_Y,K1a_mt,K1a3a_mt,5302,4991,5146.5
ELT002,VillalbaMoucoCurrentBiology2019,Spain_MLN,Cova_de_Els_Trocs,Spain,42.5,0.5,I2a_Y,I2a1a1a1_Y,J1c_mt,J1c1b_mt,3941,3660,3800.5
